Camera.trap.days	species	sd
876	876	19.66	0.966300871228715
877	877	19.67	0.964574538542274
878	878	19.67	0.964574538542274
879	879	19.67	0.964574538542274
880	880	19.67	0.964574538542274
881	881	19.68	0.97317557874759
882	882	19.68	0.97317557874759
883	883	19.68	0.97317557874759
884	884	19.68	0.97317557874759
885	885	19.68	0.97317557874759
886	886	19.68	0.97317557874759
887	887	19.68	0.97317557874759
888	888	19.69	0.971253485622231
889	889	19.69	0.971253485622231
890	890	19.69	0.971253485622231
891	891	19.7	0.958744970882205
892	892	19.7	0.958744970882205
893	893	19.72	0.954309735205017
894	894	19.72	0.954309735205017
895	895	19.72	0.954309735205017
896	896	19.72	0.954309735205017
897	897	19.72	0.954309735205017
898	898	19.72	0.954309735205017
899	899	19.72	0.954309735205017
900	900	19.73	0.96247786279147
901	901	19.73	0.96247786279147
902	902	19.73	0.96247786279147
903	903	19.73	0.96247786279147
904	904	19.73	0.96247786279147
905	905	19.74	0.970473174187819
906	906	19.74	0.970473174187819
907	907	19.75	0.978299906506541
908	908	19.75	0.978299906506541
909	909	19.76	0.975663462429127
910	910	19.76	0.975663462429127
911	911	19.77	0.972916058334765
912	912	19.77	0.972916058334765
913	913	19.77	0.972916058334765
914	914	19.79	0.977473552304381
915	915	19.79	0.977473552304381
916	916	19.79	0.977473552304381
917	917	19.79	0.977473552304381
918	918	19.8	0.974420314594759
919	919	19.8	0.974420314594759
920	920	19.8	0.974420314594759
921	921	19.8	0.974420314594759
922	922	19.8	0.974420314594759
923	923	19.8	0.974420314594759
924	924	19.8	0.974420314594759
925	925	19.8	0.974420314594759
926	926	19.81	0.96079722789531
927	927	19.81	0.96079722789531
928	928	19.81	0.96079722789531
929	929	19.81	0.96079722789531
930	930	19.81	0.96079722789531
931	931	19.81	0.96079722789531
932	932	19.81	0.96079722789531
933	933	19.82	0.967971950507708
934	934	19.82	0.967971950507708
935	935	19.82	0.967971950507708
936	936	19.82	0.967971950507708
937	937	19.82	0.967971950507708
938	938	19.82	0.967971950507708
939	939	19.82	0.967971950507708
940	940	19.82	0.967971950507708
941	941	19.82	0.967971950507708
942	942	19.82	0.967971950507708
943	943	19.84	0.950491632490441
944	944	19.84	0.950491632490441
945	945	19.84	0.950491632490441
946	946	19.84	0.950491632490441
947	947	19.84	0.950491632490441
948	948	19.85	0.936089005523848
949	949	19.86	0.943023292020366
950	950	19.86	0.943023292020366
951	951	19.86	0.943023292020366
952	952	19.88	0.945804131173815
953	953	19.88	0.945804131173815
954	954	19.88	0.945804131173815
955	955	19.89	0.952349566582406
956	956	19.89	0.952349566582406
957	957	19.89	0.952349566582406
958	958	19.9	0.926599081904282
959	959	19.9	0.926599081904282
960	960	19.9	0.926599081904282
961	961	19.9	0.926599081904282
962	962	19.9	0.926599081904282
963	963	19.9	0.926599081904282
964	964	19.9	0.926599081904282
965	965	19.91	0.933062731334855
966	966	19.91	0.933062731334855
967	967	19.91	0.933062731334855
968	968	19.91	0.933062731334855
969	969	19.91	0.933062731334855
970	970	19.91	0.933062731334855
971	971	19.91	0.933062731334855
972	972	19.91	0.933062731334855
973	973	19.91	0.933062731334855
974	974	19.91	0.933062731334855
975	975	19.91	0.933062731334855
976	976	19.91	0.933062731334855
977	977	19.91	0.933062731334855
978	978	19.91	0.933062731334855
979	979	19.92	0.939374388848367
980	980	19.93	0.923924436107393
981	981	19.93	0.923924436107393
982	982	19.93	0.923924436107393
983	983	19.93	0.923924436107393
984	984	19.93	0.923924436107393
985	985	19.94	0.908100470568353
986	986	19.95	0.903137069140983
987	987	19.95	0.903137069140983
988	988	19.95	0.903137069140983
989	989	19.95	0.903137069140983
990	990	19.96	0.898033766884434
991	991	19.96	0.898033766884434
992	992	19.97	0.904031375159473
993	993	19.97	0.904031375159473
994	994	19.97	0.904031375159473
995	995	19.97	0.904031375159473
996	996	19.97	0.904031375159473
997	997	19.97	0.904031375159473
998	998	19.97	0.904031375159473
999	999	19.97	0.904031375159473
1000	1000	19.98	0.887397739164771
1001	1001	19.98	0.887397739164771
1002	1002	19.98	0.887397739164771
1003	1003	19.98	0.887397739164771
1004	1004	19.98	0.887397739164771
1005	1005	19.98	0.887397739164771
1006	1006	19.98	0.887397739164771
1007	1007	19.98	0.887397739164771
1008	1008	19.98	0.887397739164771
1009	1009	19.98	0.887397739164771
1010	1010	19.98	0.887397739164771
1011	1011	19.98	0.887397739164771
1012	1012	19.98	0.887397739164771
1013	1013	19.98	0.887397739164771
1014	1014	19.98	0.887397739164771
1015	1015	19.98	0.887397739164771
1016	1016	19.98	0.887397739164771
1017	1017	19.98	0.887397739164771
1018	1018	19.98	0.887397739164771
1019	1019	19.98	0.887397739164771
1020	1020	19.98	0.887397739164771
1021	1021	19.98	0.887397739164771
1022	1022	19.98	0.887397739164771
1023	1023	19.98	0.887397739164771
1024	1024	19.99	0.881859834484351
1025	1025	19.99	0.881859834484351
1026	1026	20	0.876171654230361
1027	1027	20	0.876171654230361
1028	1028	20	0.876171654230361
1029	1029	20	0.876171654230361
1030	1030	20	0.876171654230361
1031	1031	20.01	0.881859834484351
1032	1032	20.02	0.875941052396066
1033	1033	20.02	0.875941052396066
1034	1034	20.02	0.875941052396066
1035	1035	20.03	0.869865890046659
1036	1036	20.03	0.869865890046659
1037	1037	20.04	0.863631047298895
1038	1038	20.04	0.863631047298895
1039	1039	20.04	0.863631047298895
1040	1040	20.04	0.863631047298895
1041	1041	20.04	0.863631047298895
1042	1042	20.04	0.863631047298895
1043	1043	20.04	0.863631047298895
1044	1044	20.04	0.863631047298895
1045	1045	20.06	0.874094047594653
1046	1046	20.07	0.867540352160211
1047	1047	20.07	0.867540352160211
1048	1048	20.07	0.867540352160211
1049	1049	20.07	0.867540352160211
1050	1050	20.07	0.867540352160211
1051	1051	20.07	0.867540352160211
1052	1052	20.07	0.867540352160211
1053	1053	20.08	0.860819435776227
1054	1054	20.08	0.860819435776227
1055	1055	20.08	0.860819435776227
1056	1056	20.08	0.860819435776227
1057	1057	20.08	0.860819435776227
1058	1058	20.09	0.865675423813071
1059	1059	20.09	0.865675423813071
1060	1060	20.1	0.834847109936722
1061	1061	20.11	0.839612705328769
1062	1062	20.12	0.819953189104861
1063	1063	20.12	0.819953189104861
1064	1064	20.12	0.819953189104861
1065	1065	20.12	0.819953189104861
1066	1066	20.13	0.812217316792107
1067	1067	20.13	0.812217316792107
1068	1068	20.13	0.812217316792107
1069	1069	20.14	0.791622805802528
1070	1070	20.15	0.79613967608604
1071	1071	20.15	0.79613967608604
1072	1072	20.17	0.804720919061856
1073	1073	20.17	0.804720919061856
1074	1074	20.17	0.804720919061856
1075	1075	20.17	0.804720919061856
1076	1076	20.18	0.78341392235355
1077	1077	20.19	0.787464926267202
1078	1078	20.2	0.778498944161523
1079	1079	20.22	0.773030243635886
1080	1080	20.22	0.773030243635886
1081	1081	20.22	0.773030243635886
1082	1082	20.22	0.773030243635886
1083	1083	20.22	0.773030243635886
1084	1084	20.22	0.773030243635886
1085	1085	20.22	0.773030243635886
1086	1086	20.22	0.773030243635886
1087	1087	20.22	0.773030243635886
1088	1088	20.22	0.773030243635886
1089	1089	20.22	0.773030243635886
1090	1090	20.22	0.773030243635886
1091	1091	20.23	0.77661529287757
1092	1092	20.23	0.77661529287757
1093	1093	20.23	0.77661529287757
1094	1094	20.23	0.77661529287757
1095	1095	20.23	0.77661529287757
1096	1096	20.23	0.77661529287757
1097	1097	20.23	0.77661529287757
1098	1098	20.23	0.77661529287757
1099	1099	20.24	0.766995976705764
1100	1100	20.24	0.766995976705764
1101	1101	20.24	0.766995976705764
1102	1102	20.24	0.766995976705764
1103	1103	20.25	0.770346898114313
1104	1104	20.25	0.770346898114313
1105	1105	20.25	0.770346898114313
1106	1106	20.25	0.770346898114313
1107	1107	20.25	0.770346898114313
1108	1108	20.25	0.770346898114313
1109	1109	20.25	0.770346898114313
1110	1110	20.26	0.760382678775508
1111	1111	20.26	0.760382678775508
1112	1112	20.26	0.760382678775508
1113	1113	20.26	0.760382678775508
1114	1114	20.27	0.763498063474488
1115	1115	20.27	0.763498063474488
1116	1116	20.29	0.769297199928728
1117	1117	20.29	0.769297199928728
1118	1118	20.3	0.758786910639328
1119	1119	20.32	0.763828739597001
1120	1120	20.32	0.763828739597001
1121	1121	20.32	0.763828739597001
1122	1122	20.32	0.763828739597001
1123	1123	20.33	0.766139476185438
1124	1124	20.33	0.766139476185438
1125	1125	20.33	0.766139476185438
1126	1126	20.35	0.757121075675696
1127	1127	20.35	0.757121075675696
1128	1128	20.35	0.757121075675696
1129	1129	20.36	0.745626981780834
1130	1130	20.36	0.745626981780834
1131	1131	20.36	0.745626981780834
1132	1132	20.36	0.745626981780834
1133	1133	20.36	0.745626981780834
1134	1134	20.37	0.719918626153559
1135	1135	20.39	0.70917507917953
1136	1136	20.39	0.70917507917953
1137	1137	20.41	0.71201804539611
1138	1138	20.41	0.71201804539611
1139	1139	20.42	0.713222874483754
1140	1140	20.42	0.713222874483754
1141	1141	20.42	0.713222874483754
1142	1142	20.42	0.713222874483754
1143	1143	20.42	0.713222874483754
1144	1144	20.42	0.713222874483754
1145	1145	20.42	0.713222874483754
1146	1146	20.42	0.713222874483754
1147	1147	20.42	0.713222874483754
1148	1148	20.42	0.713222874483754
1149	1149	20.42	0.713222874483754
1150	1150	20.43	0.714284271282814
1151	1151	20.43	0.714284271282814
1152	1152	20.43	0.714284271282814
1153	1153	20.43	0.714284271282814
1154	1154	20.44	0.715202874375622
1155	1155	20.45	0.715979233376404
1156	1156	20.46	0.716613810594907
1157	1157	20.46	0.716613810594907
1158	1158	20.46	0.716613810594907
1159	1159	20.46	0.716613810594907
1160	1160	20.46	0.716613810594907
1161	1161	20.46	0.716613810594907
1162	1162	20.46	0.716613810594907
1163	1163	20.46	0.716613810594907
1164	1164	20.47	0.717106982424815
1165	1165	20.48	0.717459040466754
1166	1166	20.48	0.717459040466754
1167	1167	20.48	0.717459040466754
1168	1168	20.48	0.717459040466754
1169	1169	20.48	0.717459040466754
1170	1170	20.48	0.717459040466754
1171	1171	20.48	0.717459040466754
1172	1172	20.48	0.717459040466754
1173	1173	20.48	0.717459040466754
1174	1174	20.48	0.717459040466754
1175	1175	20.48	0.717459040466754
1176	1176	20.48	0.717459040466754
1177	1177	20.49	0.688945908360348
1178	1178	20.49	0.688945908360348
1179	1179	20.5	0.689019212175883
1180	1180	20.5	0.689019212175883
1181	1181	20.5	0.689019212175883
1182	1182	20.5	0.689019212175883
1183	1183	20.5	0.689019212175883
1184	1184	20.5	0.689019212175883
1185	1185	20.5	0.689019212175883
1186	1186	20.5	0.689019212175883
1187	1187	20.5	0.689019212175883
1188	1188	20.51	0.674124947205223
1189	1189	20.51	0.674124947205223
1190	1190	20.52	0.658740763836119
1191	1191	20.52	0.658740763836119
1192	1192	20.52	0.658740763836119
1193	1193	20.52	0.658740763836119
1194	1194	20.52	0.658740763836119
1195	1195	20.52	0.658740763836119
1196	1196	20.52	0.658740763836119
1197	1197	20.53	0.65835730681321
1198	1198	20.53	0.65835730681321
1199	1199	20.53	0.65835730681321
1200	1200	20.55	0.625630994607957
1201	1201	20.56	0.624742371144322
1202	1202	20.57	0.623690547459154
1203	1203	20.57	0.623690547459154
1204	1204	20.57	0.623690547459154
1205	1205	20.57	0.623690547459154
1206	1206	20.57	0.623690547459154
1207	1207	20.57	0.623690547459154
1208	1208	20.57	0.623690547459154
1209	1209	20.57	0.623690547459154
1210	1210	20.57	0.623690547459154
1211	1211	20.57	0.623690547459154
1212	1212	20.57	0.623690547459154
1213	1213	20.57	0.623690547459154
1214	1214	20.57	0.623690547459154
1215	1215	20.58	0.622474696252585
1216	1216	20.58	0.622474696252585
1217	1217	20.58	0.622474696252585
1218	1218	20.58	0.622474696252585
1219	1219	20.58	0.622474696252585
1220	1220	20.58	0.622474696252585
1221	1221	20.58	0.622474696252585
1222	1222	20.58	0.622474696252585
1223	1223	20.58	0.622474696252585
1224	1224	20.59	0.621093854226216
1225	1225	20.59	0.621093854226216
1226	1226	20.59	0.621093854226216
1227	1227	20.59	0.621093854226216
1228	1228	20.6	0.619546918189723
1229	1229	20.6	0.619546918189723
1230	1230	20.6	0.619546918189723
1231	1231	20.6	0.619546918189723
1232	1232	20.6	0.619546918189723
1233	1233	20.6	0.619546918189723
1234	1234	20.6	0.619546918189723
1235	1235	20.6	0.619546918189723
1236	1236	20.6	0.619546918189723
1237	1237	20.6	0.619546918189723
1238	1238	20.6	0.619546918189723
1239	1239	20.6	0.619546918189723
1240	1240	20.6	0.619546918189723
1241	1241	20.6	0.619546918189723
1242	1242	20.61	0.617832640540439
1243	1243	20.61	0.617832640540439
1244	1244	20.62	0.615949624071595
1245	1245	20.62	0.615949624071595
1246	1246	20.62	0.615949624071595
1247	1247	20.62	0.615949624071595
1248	1248	20.62	0.615949624071595
1249	1249	20.62	0.615949624071595
1250	1250	20.62	0.615949624071595
1251	1251	20.62	0.615949624071595
1252	1252	20.62	0.615949624071595
1253	1253	20.64	0.611671001553461
1254	1254	20.64	0.611671001553461
1255	1255	20.64	0.611671001553461
1256	1256	20.64	0.611671001553461
1257	1257	20.65	0.609271795844942
1258	1258	20.67	0.569511575249735
1259	1259	20.67	0.569511575249735
1260	1260	20.68	0.566399223876658
1261	1261	20.68	0.566399223876658
1262	1262	20.68	0.566399223876658
1263	1263	20.68	0.566399223876658
1264	1264	20.69	0.563090318750649
1265	1265	20.69	0.563090318750649
1266	1266	20.71	0.555868598672293
1267	1267	20.71	0.555868598672293
1268	1268	20.71	0.555868598672293
1269	1269	20.71	0.555868598672293
1270	1270	20.71	0.555868598672293
1271	1271	20.71	0.555868598672293
1272	1272	20.73	0.509604719068583
1273	1273	20.74	0.484507455822379
1274	1274	20.74	0.484507455822379
1275	1275	20.74	0.484507455822379
1276	1276	20.75	0.479372485441102
1277	1277	20.75	0.479372485441102
1278	1278	20.75	0.479372485441102
1279	1279	20.75	0.479372485441102
1280	1280	20.75	0.479372485441102
1281	1281	20.75	0.479372485441102
1282	1282	20.76	0.47396884353981
1283	1283	20.76	0.47396884353981
1284	1284	20.76	0.47396884353981
1285	1285	20.76	0.47396884353981
1286	1286	20.76	0.47396884353981
1287	1287	20.76	0.47396884353981
1288	1288	20.76	0.47396884353981
1289	1289	20.76	0.47396884353981
1290	1290	20.76	0.47396884353981
1291	1291	20.77	0.446196043338474
1292	1292	20.78	0.439926531974776
1293	1293	20.78	0.439926531974776
1294	1294	20.78	0.439926531974776
1295	1295	20.78	0.439926531974776
1296	1296	20.79	0.433333333333333
1297	1297	20.79	0.433333333333333
1298	1298	20.79	0.433333333333333
1299	1299	20.8	0.426401432711221
1300	1300	20.8	0.426401432711221
1301	1301	20.8	0.426401432711221
1302	1302	20.81	0.419114024647906
1303	1303	20.81	0.419114024647906
1304	1304	20.82	0.386122919665369
1305	1305	20.83	0.377525168068637
1306	1306	20.83	0.377525168068637
1307	1307	20.83	0.377525168068637
1308	1308	20.85	0.358870281282637
1309	1309	20.85	0.358870281282637
1310	1310	20.86	0.348735088019777
1311	1311	20.87	0.337997668989631
1312	1312	20.89	0.31446603773522
1313	1313	20.89	0.31446603773522
1314	1314	20.9	0.301511344577764
1315	1315	20.9	0.301511344577764
1316	1316	20.9	0.301511344577764
1317	1317	20.91	0.287623491264661
1318	1318	20.93	0.256432399976243
1319	1319	20.93	0.256432399976243
1320	1320	20.93	0.256432399976243
1321	1321	20.93	0.256432399976243
1322	1322	20.93	0.256432399976243
1323	1323	20.93	0.256432399976243
1324	1324	20.93	0.256432399976243
1325	1325	20.93	0.256432399976243
1326	1326	20.93	0.256432399976243
1327	1327	20.93	0.256432399976243
1328	1328	20.93	0.256432399976243
1329	1329	20.93	0.256432399976243
1330	1330	20.94	0.238683256575942
1331	1331	20.95	0.21904291355759
1332	1332	20.95	0.21904291355759
1333	1333	20.96	0.196946385566932
1334	1334	20.96	0.196946385566932
1335	1335	20.96	0.196946385566932
1336	1336	20.96	0.196946385566932
1337	1337	20.98	0.14070529413629
1338	1338	20.99	0.1
1339	1339	20.99	0.1
1340	1340	20.99	0.1
1341	1341	21	0
1342	1342	21	0
1343	1343	21	0
1344	1344	21	0
1345	1345	21	0
